title,system-identifier,publication-date,doi,is-conference,journal-title,journal-id-pbn,journal-id-issn,journal-id-eissn,journal-ministerial-list,journal-points,author-given-names,author-family-name,author-id-system,author-id-pbn,author-id-orcid,author-affiliated-to-unit,author-employed-in-unit
On highly D-efficient designs with non-negatively correlated observations,e7afc2ec-d395-4bc9-9b3a-c16bfe66ec52,2017,,,REVSTAT-Statistical Journal,39177,,,A,25,Krystyna,Katulska,,1480284,,TRUE,TRUE
On highly D-efficient designs with non-negatively correlated observations,e7afc2ec-d395-4bc9-9b3a-c16bfe66ec52,2017,,,REVSTAT-Statistical Journal,39177,,,A,25,Łukasz,Smaga,,3993619,,TRUE,TRUE
On integral operators and nonlinear integral equations in the spaces of functions of bounded variation,8f6ac01b-4a35-4068-aafc-469b04acacf6,2016,10.1016/j.jmaa.2016.06.014,,JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS,22916,,,A,40,Dariusz,Bugajewski,046422,1480312,,TRUE,TRUE
On integral operators and nonlinear integral equations in the spaces of functions of bounded variation,8f6ac01b-4a35-4068-aafc-469b04acacf6,2016,10.1016/j.jmaa.2016.06.014,,JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS,22916,,,A,40,Piotr,Kasprzak,190426,3916832,,TRUE,TRUE
On interpolation of the measure of non-compactness by the complex method,24729085-e5fc-4782-902c-4b68dfeb11f6,2015,10.1093/qmath/hau009,,QUARTERLY JOURNAL OF MATHEMATICS,,23773,23773,A,25,Radosław,Szwedek,124483,1480353,,TRUE,TRUE
On knife-edge conditions with unbounded growth,6957343c-ae17-4e4c-8ca7-6980ff7a8537,2015,10.1016/j.jmacro.2015.05.005,,JOURNAL OF MACROECONOMICS,26006,,,A,25,Dariusz,Bugajewski,,1480312,,TRUE,TRUE
On locally convex weakly Lindelöf Σ-spaces,925bbf8e-4f6d-412d-be09-0e8d4c763742,2013,,,BULLETIN OF THE BELGIAN MATHEMATICAL SOCIETY-SIMON STEVIN,36034,,,A,15,Jerzy,Kąkol,027072,1480285,,TRUE,TRUE
"On maximal tail probability of sums of nonnegative, independent and identically distributed random variables",ade61408-7908-4ff2-ae02-9c168c4f34c7,2017,10.1016/j.spl.2017.04.024,,STATISTICS & PROBABILITY LETTERS,26158,,,A,20,Katarzyna Izabela,Mieczkowska-Chwedyna,,3957531,,TRUE,TRUE
"On maximal tail probability of sums of nonnegative, independent and identically distributed random variables",ade61408-7908-4ff2-ae02-9c168c4f34c7,2017,10.1016/j.spl.2017.04.024,,STATISTICS & PROBABILITY LETTERS,26158,,,A,20,Tomasz,Łuczak,,1480343,,TRUE,TRUE
On max–min representations of ordered median functions,260601d1-b8f1-40b2-84a0-4ffda064ed47,2015,10.1080/02331934.2012.750322,,OPTIMIZATION,26892,,,A,25,Jerzy Aleksander,Grzybowski,,1480339,,TRUE,TRUE
On max–min representations of ordered median functions,260601d1-b8f1-40b2-84a0-4ffda064ed47,2015,10.1080/02331934.2012.750322,,OPTIMIZATION,26892,,,A,25,Ryszard,Urbański,021418,923977,,TRUE,TRUE
On minimal representations by a family of sublinear functions,1f0e4e93-2bfc-49f0-9d93-acef37cac8a8,2015,10.1007/s10898-014-0163-5,,JOURNAL OF GLOBAL OPTIMIZATION,,30796,30796,A,35,Jerzy Aleksander,Grzybowski,,1480339,,TRUE,TRUE
On minimal representations by a family of sublinear functions,1f0e4e93-2bfc-49f0-9d93-acef37cac8a8,2015,10.1007/s10898-014-0163-5,,JOURNAL OF GLOBAL OPTIMIZATION,,30796,30796,A,35,Ryszard,Urbański,021418,923977,,TRUE,TRUE
On monotonic functions from the unit interval into Banach spaces,22d84ef9-2a94-49b5-821c-04f49cb5ed7f,2018,10.1016/j.jmaa.2017.12.037,,JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS,22916,,,A,40,Artur,Michalak,,1480346,,TRUE,TRUE
On Monotonic Integrable Solutions for Quadratic Functional Integral Equations,a770e2e5-7e85-4d31-8366-f17d012ab52a,2013,10.1007/s00009-012-0218-0,,Mediterranean Journal of Mathematics,,39232,39232,A,25,Mieczysław,Cichoń,035091,923959,,TRUE,TRUE
On multicolor Ramsey numbers for loose k-paths of length three,a10d3fa4-4907-4a01-bca3-e6a7fb3dbfb6,2018,10.1016/j.ejc.2018.02.033,,EUROPEAN JOURNAL OF COMBINATORICS,26520,,,A,30,Tomasz,Łuczak,,1480343,,TRUE,TRUE
On multicolor Ramsey numbers for loose k-paths of length three,a10d3fa4-4907-4a01-bca3-e6a7fb3dbfb6,2018,10.1016/j.ejc.2018.02.033,,EUROPEAN JOURNAL OF COMBINATORICS,26520,,,A,30,Andrzej,Ruciński,,1480332,,TRUE,TRUE
On multicolor Ramsey numbers for loose k-paths of length three,a10d3fa4-4907-4a01-bca3-e6a7fb3dbfb6,2018,10.1016/j.ejc.2018.02.033,,EUROPEAN JOURNAL OF COMBINATORICS,26520,,,A,30,Joanna,Polcyn-Lewandowska,,1480370,,TRUE,TRUE
On P-spaces and related concepts,ac2402bd-1187-43dd-9b99-65082fe806eb,2015,10.1016/j.topol.2015.05.085,,TOPOLOGY AND ITS APPLICATIONS,26103,,,A,20,Jerzy,Kąkol,,1480285,,TRUE,TRUE
On precompact sets in spaces Cc(X),6a911b92-9c16-4aab-b8b9-9a8fb0f381b4,2013,10.1515/gmj-2013-0022,,Georgian Mathematical Journal,,33599,33599,A,15,Jerzy,Kąkol,027072,1480285,,TRUE,TRUE
On regulated functions,2fed106d-4740-4f5c-a89f-8c44dcaa7fc4,2018,,,Fasciculi Mathematici,,24463,,B,10,Mieczysław,Cichoń,035091,923959,,TRUE,TRUE
On representation of the Reeb graph as a sub-complex of manifold,bc955ae4-70be-48e9-9d5c-434bd464d3bc,2015,10.12775/TMNA.2015.015,,Topological Methods in Nonlinear Analysis,34913,,,A,35,Marek Stanisław,Kaluba,,3980552,,TRUE,TRUE
On representation of the Reeb graph as a sub-complex of manifold,bc955ae4-70be-48e9-9d5c-434bd464d3bc,2015,10.12775/TMNA.2015.015,,Topological Methods in Nonlinear Analysis,34913,,,A,35,Wacław Bolesław,Marzantowicz,,1480294,,TRUE,TRUE
On simulation powers of new normality tests,c2ace2b3-3a74-45a3-9c95-9d039ee563ca,2017,10.4064/am2294-10-2016,,Applicationes Mathematicae,42356,,,B,14,Waldemar,Wołyński,,923993,,TRUE,TRUE
On Sobolev and Franke-Jawerth embeddings of smoothness Morrey spaces,b353191d-6f21-4947-8508-0f334b0708e0,2014,10.1007/s13163-013-0143-1,,Revista Matematica Complutense,,34514,34514,A,25,Leszek,Skrzypczak,027225,1480337,,TRUE,TRUE
On Solutions of Fractional Order Boundary Value Problems with Integral Boundary Conditions in Banach Spaces,90fc5e67-45a0-43ee-97c9-55dae2d10108,2013,10.1155/2013/428094,,Journal of Function Spaces and Applications,47869,,,A,25,Mieczysław,Cichoń,035091,923959,,TRUE,TRUE
On Solutions of Quadratic Integral Equations in Orlicz Spaces,eb0cc486-5e1f-4a31-a04c-9a3c0a92cf01,2015,10.1007/s00009-014-0450-x,,Mediterranean Journal of Mathematics,,39232,39232,A,25,Mieczysław,Cichoń,035091,923959,,TRUE,TRUE
On Some Applications of Geometry of Banach Spaces and Some New Results Related to the Fixed Point Theory in Orlicz Sequence Spaces,aa33f077-8c95-438a-88c0-d863c8a541b0,2016,,,Journal of Mathematical Study,,,,,,Radosław,Kaczmarek,,1480356,,TRUE,TRUE
On Some Applications of Geometry of Banach Spaces and Some New Results Related to the Fixed Point Theory in Orlicz Sequence Spaces,aa33f077-8c95-438a-88c0-d863c8a541b0,2016,,,Journal of Mathematical Study,,,,,,Henryk Teodor,Hudzik,,902327,,FALSE,TRUE
On some consequences of Mazur–Orlicz theorem to Hahn–Banach–Lagrange theorem,bd9a8ba6-a4dd-474d-8776-2aa02b8b55f0,2018,,,OPTIMIZATION,,26892,,A,25,Jerzy,Grzybowski,035084,1480339,,TRUE,TRUE
On some consequences of Mazur–Orlicz theorem to Hahn–Banach–Lagrange theorem,bd9a8ba6-a4dd-474d-8776-2aa02b8b55f0,2018,,,OPTIMIZATION,,26892,,A,25,Hubert,Przybycień,106647,1480322,,TRUE,TRUE
On some consequences of Mazur–Orlicz theorem to Hahn–Banach–Lagrange theorem,bd9a8ba6-a4dd-474d-8776-2aa02b8b55f0,2018,,,OPTIMIZATION,,26892,,A,25,Ryszard,Urbański,021418,923977,,TRUE,TRUE
On some geometric properties of Banach spaces of continuous functions on separable compact lines,e8194cd4-d604-4c72-b5c5-b8168aeaae93,2017,10.4064/ba8086-4-2017,,Bulletin of the Polish Academy of Sciences. Mathematics,26933,,,B,13,Artur,Michalak,,1480346,,TRUE,TRUE
On some geometric properties of generalized Orlicz–Lorentz sequence spaces,60c19abc-f08a-4d3f-92eb-c44fdc4c2619,2013,10.1016/j.indag.2012.11.007,,INDAGATIONES MATHEMATICAE-NEW SERIES,22534,,,A,15,Paweł,Foralewski,097871,1480311,,TRUE,TRUE
On some nonlinear operators in $\Lambda$BV-spaces,2a34c2de-302b-4041-abf3-998d1ee3f7ff,2017,10.1007/s11784-017-0450-0,,Journal of Fixed Point Theory and Applications,39245,,,A,25,Dariusz,Bugajewski,,1480312,,TRUE,TRUE
On some nonlinear operators in $\Lambda$BV-spaces,2a34c2de-302b-4041-abf3-998d1ee3f7ff,2017,10.1007/s11784-017-0450-0,,Journal of Fixed Point Theory and Applications,39245,,,A,25,Jędrzej Jerzy,Sadowski,,4021412,,TRUE,
On some parameters in the space of regulated functions and their applications,e70f16e7-368f-4456-bae6-91b47e3e1b15,2018,,,Carpathian Journal of Mathematics,,38725,,A,30,Mieczysław,Cichoń,,923959,,TRUE,TRUE
On some properties of quotients of homogeneous C(K) spaces,ad75c6ae-6b1c-45b7-841c-8c7a413f127e,2016,10.7151/dmdico.1180,,Discussiones Mathematicae Differential Inclusions Control and Optimization,,43215,43215,B,10,Artur,Michalak,,1480346,,TRUE,TRUE
"On Some Properties of Separately Increasing Functions from [0,1]^n into a Banach Space",897ec5a2-1e94-42dc-a00f-f489f5796c8d,2014,10.4064/ba62-1-7,,Bulletin of the Polish Academy of Sciences. Mathematics,,26933,26933,B,13,Artur,Michalak,075187,1480346,,TRUE,TRUE
On spaces $C^b(X$) weakly K-analytic,8ad9bae0-bd2c-42ed-9e21-4e888effc5d7,2017,10.1002/mana.201600406,,MATHEMATISCHE NACHRICHTEN,23231,,,A,30,Jerzy,Kąkol,,1480285,,TRUE,TRUE
"On superposition operators in spaces BVϕ(0, 1)",23a096a1-e540-4ae3-8a6e-5c7208f5f886,2016,10.1016/j.jmaa.2016.06.016,,JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS,22916,,,A,40,Artur,Michalak,,1480346,,TRUE,TRUE
On Superposition Operators in Spaces of Regular and of Bounded Variation Functions,6f44d106-7b19-400a-9d14-e095784f3a8f,2016,10.4171/ZAA/1566,,ZEITSCHRIFT FUR ANALYSIS UND IHRE ANWENDUNGEN,26887,,,A,25,Artur,Michalak,,1480346,,TRUE,TRUE
On the algebra of smooth operators,PX-57b9f36bc2dcdad1b6e8f62b,2013,10.4064/sm218-2-3,,STUDIA MATHEMATICA,24165,,,A,25,Tomasz Jan,Ciaś,,3994330,,TRUE,TRUE
On the almost periodicity of a generalized trigonometric polynomial,e58ccb2c-ba7b-47a4-b24e-2840b0b75b6f,2013,10.14708/cm.v53i2.791,,Commentationes Mathematicae,28616,,,B,9,Stanisław,Stoiński,027157,1480307,,TRUE,TRUE
On the Banach envelopes of Hardy-Orlicz spaces on an annulus,bb318221-d7b0-4bd9-b8bb-b5cab14b945f,2016,10.4064/ap3828-2-2016,,Annales Polonici Mathematici,24698,,,A,15,Rzeczkowski,Michał,,3998725,,TRUE,TRUE
On the boundedness of the multilinear fractional integral operators,38c60b3f-2f21-4634-9d9f-a7f1ee043234,2014,10.1016/j.na.2013.08.016,,NONLINEAR ANALYSIS-THEORY METHODS & APPLICATIONS,28477,,,A,45,Mieczysław,Mastyło,027096,971105,,TRUE,TRUE
On the chromatic index of random uniform hypergraphs,9d7fe624-1586-41ad-a861-a59ebc30b584,2015,10.1137/130942292,,SIAM JOURNAL ON DISCRETE MATHEMATICS,30432,,,A,25,Katarzyna Natalia,Rybarczyk-Krzywdzińska,,1480355,,TRUE,TRUE
On the coincidence of zeroth Milnor–Thurston and singular homology,30cbf1db-4357-4ea0-97ef-49a92874d1a5,2018,10.4064/fm893-6-2018,,Fundamenta Mathematicae,22324,,,A,25,Janusz Krzysztof,Przewocki,,3995270,,TRUE,TRUE
On the complexity of distributed BFS in ad hoc networks with spontaneous wake-up,6893e829-578a-4c14-8aa2-512e25c97dda,2013,,,DISCRETE MATHEMATICS AND THEORETICAL COMPUTER SCIENCE,,47793,,A,20,Krzysztof Zbigniew,Krzywdziński,,1480368,,TRUE,TRUE
On the convergence of sets and the approximation property for dynamic equations on time scales,9f63e51e-3cf1-449f-b87e-a2a24970a408,2015,,,Mathematica Aeterna,46482,,,B,8,Mieczysław,Cichoń,035091,923959,,TRUE,TRUE
On the convergence of solutions to second-order neutral difference equations,9ff1c846-4f22-4b1a-ac81-e2e2486c1056,2018,10.7494/OpMath.2019.39.1.61,,Opuscula Mathematica,35017,,,B,11,Janusz,Migda,,1480288,,TRUE,TRUE
On the convergence of successive approximations for a fractional differential equation in Banach spaces,30c99548-090f-411b-a96c-7ebac0b1f568,2014,10.4171/ZAA/1513,,ZEITSCHRIFT FUR ANALYSIS UND IHRE ANWENDUNGEN,26887,,,A,25,Aldona,Dutkiewicz,074801,1480317,,TRUE,TRUE
On the diameter of Kronecker graphs,abe18cd7-3265-43ef-9fca-6aba246aca83,2018,10.1016/j.disc.2018.07.026,,DISCRETE MATHEMATICS,22082,,,A,25,Tomasz,Łuczak,,1480343,,TRUE,TRUE
On the diameter of Kronecker graphs,abe18cd7-3265-43ef-9fca-6aba246aca83,2018,10.1016/j.disc.2018.07.026,,DISCRETE MATHEMATICS,22082,,,A,25,Justyna,Banaszak,,4021415,,TRUE,FALSE
On the distributed complexity of the semi-matching problem.,e3fee058-7541-4cf3-8d04-f9a0a5eaa464,2016,10.1016/j.jcss.2016.05.001,,JOURNAL OF COMPUTER AND SYSTEM SCIENCES,22802,,,A,30,Michał,Hanćkowiak,075408,1480316,,TRUE,TRUE
On the distributed complexity of the semi-matching problem.,e3fee058-7541-4cf3-8d04-f9a0a5eaa464,2016,10.1016/j.jcss.2016.05.001,,JOURNAL OF COMPUTER AND SYSTEM SCIENCES,22802,,,A,30,Wojciech Maciej,Wawrzyniak,,1480362,,TRUE,TRUE
On the distributed complexity of the semi-matching problem.,e3fee058-7541-4cf3-8d04-f9a0a5eaa464,2016,10.1016/j.jcss.2016.05.001,,JOURNAL OF COMPUTER AND SYSTEM SCIENCES,22802,,,A,30,Edyta Barbara,Szymańska,,1480326,,TRUE,TRUE
On the dual positive Schur property in Banach lattices,fbc7917d-c406-4441-9c42-0284a310e806,2013,10.1007/s11117-012-0203-7,,POSITIVITY,,36152,36152,A,25,Witold,Wnuk,066516,1480287,,TRUE,TRUE
On the existence of solutions for quadratic integral equations in Orlicz spaces,0e87bd03-7025-4cb5-90f7-a6173bde87b4,2017,10.1515/ms-2016-0233,,Mathematica Slovaca,25585,,,A,20,Mieczysław,Cichoń,,923959,,TRUE,TRUE
On the existence of solutions of ordinary differential equations in Banach spaces,1ef71334-4d1b-4fdf-8f6c-a3981117f5e0,2015,10.1515/ms-2015-0041,,Mathematica Slovaca,,25585,25585,A,20,Aldona,Dutkiewicz,,1480317,,TRUE,TRUE
On the Hamiltonicity of Triple Systems with High Minimum Degree,4a2b8d1b-5732-416f-ae3f-955f062efc75,2017,10.1007/s00026-017-0345-1,,Annals of Combinatorics,26805,,,A,15,Andrzej,Ruciński,,1480332,,TRUE,TRUE
On the interspike-intervals of periodically-driven integrate-and-fire models,fe503bcb-ffba-42f7-98d2-0564175a3fb4,2015,10.1016/j.jmaa.2014.10.013,,JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS,22916,,,A,40,Wacław Bolesław,Marzantowicz,,1480294,,TRUE,TRUE
On the Littlewood conjecture in  Z / p Z,f5169f80-dc1a-4acf-8557-c14b71923e34,2017,,,Moscow Journal of Combinatorics and Number Theory,,55985,,,,Tomasz,Schoen,,1480313,,TRUE,TRUE
On the moduli and characteristic of monotonicity in Orlicz-Lorentz function spaces,8a22d9e0-293d-4ea0-a34e-010d73d20599,2013,,,JOURNAL OF CONVEX ANALYSIS,31165,,,A,30,Paweł,Foralewski,097871,1480311,,TRUE,TRUE
On the moduli and characteristic of monotonicity in Orlicz-Lorentz function spaces,8a22d9e0-293d-4ea0-a34e-010d73d20599,2013,,,JOURNAL OF CONVEX ANALYSIS,31165,,,A,30,Henryk Teodor,Hudzik,,902327,,TRUE,TRUE
On the moduli and characteristic of monotonicity in Orlicz-Lorentz function spaces,8a22d9e0-293d-4ea0-a34e-010d73d20599,2013,,,JOURNAL OF CONVEX ANALYSIS,31165,,,A,30,Radosław,Kaczmarek,130055,1480356,,TRUE,TRUE
On the multicolor Ramsey number for 3-paths of length three,7fcc24a8-d4f3-429d-b9c6-e1946ecf1fde,2017,,,ELECTRONIC JOURNAL OF COMBINATORICS,33699,,,A,25,Joanna,Polcyn-Lewandowska,,1480370,,TRUE,TRUE
On the multicolor Ramsey number for 3-paths of length three,7fcc24a8-d4f3-429d-b9c6-e1946ecf1fde,2017,,,ELECTRONIC JOURNAL OF COMBINATORICS,33699,,,A,25,Tomasz,Łuczak,,1480343,,TRUE,TRUE
On the properties of solutions set for measure driven inclusions,52026f30-ea04-4709-879c-705561cb91e5,2015,10.3934/proc.2015.0287,,DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS,,33702,33702,A,35,Mieczysław,Cichoń,035091,923959,,TRUE,TRUE
On the regularity of the displacement sequence of an orientation preserving circle homeomorphism,cfb3e81d-c62f-41de-8291-377e94d84503,2015,,,Research and Communications in Mathematics and Mathematical Sciences,,,,,,Wacław Bolesław,Marzantowicz,,1480294,,TRUE,TRUE
On the solid hulls of the Nevanlinna and Smirnov Classes,f2c45502-229e-4757-9016-79a12f5557f0,2014,10.5186/aasfm.2014.3953,,ANNALES ACADEMIAE SCIENTIARUM FENNICAE-MATHEMATICA,35081,,,A,30,Marek,Nawrocki,,1480289,,TRUE,TRUE
On the standard twist of the L-functions of the half-integral weight cusp forms,1a7a4657-77be-4a23-a5e7-02b0d68f12ef,2018,10.1017/nmj.2018.48,,NAGOYA MATHEMATICAL JOURNAL,23362,,,A,30,Jerzy,Kaczorowski,,969486,,TRUE,TRUE
On the work of Lech Drewnowski,43d408ca-2bb9-417b-a700-dcc3767b236b,2014,10.7169/facm/2014.50.1.1,,"Functiones et Approximatio, Commentarii Mathematici",,42519,42519,B,14,Paweł Jan,Domański,,969017,,TRUE,TRUE
On the work of Lech Drewnowski,43d408ca-2bb9-417b-a700-dcc3767b236b,2014,10.7169/facm/2014.50.1.1,,"Functiones et Approximatio, Commentarii Mathematici",,42519,42519,B,14,Witold,Wnuk,066516,1480287,,TRUE,TRUE
On topological  spaces and topological groups with certain local countable networks,801ca2c1-5c17-48da-b5ff-b6b2b024b214,2015,10.1016/j.topol.2015.04.015,,TOPOLOGY AND ITS APPLICATIONS,26103,,,A,20,Jerzy,Kąkol,,1480285,,TRUE,TRUE
On topological groups with a small base and metrizability,ae4a2f21-c459-4012-aa0d-621788a57967,2015,10.4064/fm229-2-3,,FUNDAMENTA MATHEMATICAE,,22324,22324,A,25,Jerzy,Kąkol,,1480285,,TRUE,TRUE
On topological properties of Frechet locally convex spaces with the weak topology,1d504b38-bde1-4b32-b3e2-9905e7845699,2015,10.1016/j.topol.2015.05.075,,TOPOLOGY AND ITS APPLICATIONS,26103,,,A,20,Jerzy,Kąkol,,1480285,,TRUE,TRUE
On Topological Properties of Metrics Defined via Generalized “Linking Construction”,47a536fb-4bdf-43f4-b55a-ed76061c5e15,2017,10.1155/2017/4901762,,Journal of Function Spaces,50696,,,A,15,Marcin,Borkowski,,1480352,,TRUE,TRUE
On Topological Properties of Metrics Defined via Generalized “Linking Construction”,47a536fb-4bdf-43f4-b55a-ed76061c5e15,2017,10.1155/2017/4901762,,Journal of Function Spaces,50696,,,A,15,Dariusz,Bugajewski,,1480312,,TRUE,TRUE
On Topological Properties of Metrics Defined via Generalized “Linking Construction”,47a536fb-4bdf-43f4-b55a-ed76061c5e15,2017,10.1155/2017/4901762,,Journal of Function Spaces,50696,,,A,15,Adam,Burchardt,,4021397,,TRUE,
On topological types of ordered median functions,c5ecaf07-affd-4ba6-abac-220d51185c89,2015,10.1080/02331934.2014.883512,,OPTIMIZATION,26892,,,A,25,Jerzy Aleksander,Grzybowski,,1480339,,TRUE,TRUE
On topological types of ordered median functions,c5ecaf07-affd-4ba6-abac-220d51185c89,2015,10.1080/02331934.2014.883512,,OPTIMIZATION,26892,,,A,25,Ryszard,Urbański,021418,923977,,TRUE,TRUE
On two families of tests for normality with empirical description of their performances,745c519b-d4ad-447d-86db-5287b6d8916f,2014,,,Discussiones Mathematicae Probability and Statistics,,43092,43092,B,10,Waldemar,Wołyński,027270,923993,,TRUE,TRUE
On unbounded almost periodic functions in Hausdorff metric,5588a534-c6cf-4514-9af0-d68553480e41,2013,10.14708/cm.v53i1.769,,Commentationes Mathematicae,28616,,,B,9,Stanisław,Stoiński,027157,1480307,,TRUE,TRUE
On uncomplemented isometric copies of c_0 in spaces of continuous functions on products of the two-arrows space,83bf8779-d72d-4a30-8f45-c2a4add74c7d,2015,10.1016/j.indag.2014.09.003,,INDAGATIONES MATHEMATICAE-NEW SERIES,22534,,,A,15,Artur,Michalak,,1480346,,TRUE,TRUE
On uncomplemented isometric copies of c_0 in spaces of continuous functions on products of the two-arrows space II,083af004-2b7b-4ea1-83e2-b578ef09350f,2016,10.1016/j.indag.2016.06.010,,INDAGATIONES MATHEMATICAE-NEW SERIES,22534,,,A,15,Artur,Michalak,,1480346,,TRUE,TRUE
On Valdivia strong version of Nikodym boundedness property,1317c335-8f0b-4ef0-b8ff-4b235092f6a4,2017,10.1016/j.jmaa.2016.08.032,,JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS,22916,,,A,40,Jerzy,Kąkol,,1480285,,TRUE,TRUE
On weight function methods in Chooser–Picker games,1bb042b5-26d9-48c1-9b49-795d35876708,2013,10.1016/j.tcs.2012.12.037,,THEORETICAL COMPUTER SCIENCE,,27820,,A,20,Małgorzata,Bednarska-Bzdęga,090573,1480330,,TRUE,TRUE
One more Turán number and Ramsey number for the loose 3-uniform path of length three,c1863fe3-35fc-4a3c-887c-fdf1a2255e58,2017,10.7151/dmgt.1940,,Discussiones Mathematicae Graph Theory,43284,,,A,15,Joanna,Polcyn-Lewandowska,,1480370,,TRUE,TRUE
One-sided ideals of the non-commutative Schwartz space,c0510a6b-b0d2-4a20-808c-c657af3e6091,2015,10.1007/s00605-015-0758-z,,MONATSHEFTE FUR MATHEMATIK,,23327,23327,A,25,Krzysztof,Piszczek,130031,1480347,,TRUE,TRUE
Operator on the space of rapidly decreasing functions with all non-zero vectors hypercyclic,b0505f8e-dc02-4a8a-aab3-03eeae69fc4d,2013,10.1016/j.aim.2013.05.017,,ADVANCES IN MATHEMATICS,,21266,,A,45,Michał Dominik,Goliński,,3952195,,TRUE,TRUE
Optimal Gersgorin-style estimation of the largest singular value. II,707d939d-611f-4693-9219-c2e8dfd7aa84,2016,10.13001/1081-3810.3033,,Electronic Journal of Linear Algebra,47803,,,A,30,Tomasz,Szulc,,1480301,,TRUE,TRUE
Order Asymptotically Isometric Copies of c(o) in the Subspaces of Order Continuous Elements in Orlicz Spaces,a989b57c-116d-40d7-bb42-6b9cfee8f578,2014,,,JOURNAL OF CONVEX ANALYSIS,31165,,,A,30,Henryk Teodor,Hudzik,,902327,,TRUE,TRUE
Ordered location problems,PX-5aa97442d5ded291c746dec7,2017,,,Pure and Applied Functional Analysis,56476,,,,,Jerzy Aleksander,Grzybowski,,1480339,,TRUE,TRUE
Ordered location problems,PX-5aa97442d5ded291c746dec7,2017,,,Pure and Applied Functional Analysis,56476,,,,,Ryszard,Urbański,,923977,,TRUE,TRUE
Oscillation criteria for nonlinear neutral functional dynamic equations on time scales,de85a393-2708-46ae-9478-d2315f552137,2013,10.2478/s12175-012-0097-7,,Mathematica Slovaca,,25585,25585,A,20,Ireneusz,Kubiaczyk,017354,924055,,TRUE,TRUE
Oscillation criteria for nonlinear neutral functional dynamic equations on time scales,de85a393-2708-46ae-9478-d2315f552137,2013,10.2478/s12175-012-0097-7,,Mathematica Slovaca,,25585,25585,A,20,Aneta,Sikorska-Nowak,090597,1480329,,TRUE,TRUE
